,County,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,_merge
506,Adams County,91457,92591.0,93934.0,95503.0,97300.0,98606.0,99899.0,100502.0,101056.0,101252.0,PA,101479,101474.0,101254.0,101137.0,101353.0,101808.0,101911.0,102562.0,103062.0,103009.0,both
507,Allegheny County,1279651,1272416.0,1265577.0,1258420.0,1247531.0,1234787.0,1226025.0,1222482.0,1221071.0,1222171.0,PA,1223957,1228297.0,1230911.0,1233700.0,1233027.0,1228827.0,1226426.0,1220141.0,1217281.0,1216045.0,both
508,Armstrong County,72268,71956.0,71747.0,71645.0,71404.0,70602.0,70030.0,69845.0,69611.0,69120.0,PA,68981,68613.0,68176.0,67964.0,67579.0,66860.0,66397.0,65991.0,65352.0,64735.0,both
509,Beaver County,181054,179391.0,178277.0,177523.0,176395.0,174820.0,173259.0,172161.0,171336.0,170524.0,PA,170630,170310.0,170056.0,169726.0,168977.0,168241.0,166758.0,165654.0,164582.0,163929.0,both
510,Bedford County,49928,49778.0,49742.0,49812.0,49829.0,49691.0,49871.0,49889.0,50052.0,49889.0,PA,49699,49627.0,49592.0,49318.0,49131.0,48748.0,48601.0,48356.0,48094.0,47888.0,both
511,Berks County,374546,377487.0,381338.0,385846.0,390848.0,395933.0,401834.0,405223.0,407737.0,409904.0,PA,412039,413008.0,413518.0,413915.0,414559.0,415138.0,415784.0,417511.0,420529.0,421164.0,both
512,Blair County,128981,128471.0,127631.0,127353.0,127194.0,126730.0,127002.0,127048.0,127112.0,127161.0,PA,127045,126970.0,126544.0,125836.0,125274.0,124596.0,123708.0,123147.0,122503.0,121829.0,both
513,Bradford County,62756,62616.0,62585.0,62388.0,62386.0,62501.0,62345.0,62343.0,62318.0,62418.0,PA,62731,63109.0,63000.0,62510.0,61947.0,61644.0,61092.0,60963.0,60794.0,60323.0,both
514,Bucks County,599085,602883.0,607157.0,610174.0,613763.0,616302.0,619544.0,621336.0,623297.0,624648.0,PA,625385,625938.0,625346.0,625012.0,625253.0,625276.0,625861.0,626811.0,627812.0,628270.0,both
515,Butler County,174444,175621.0,177146.0,178289.0,178912.0,179522.0,181009.0,181690.0,182673.0,183337.0,PA,184115,184687.0,184929.0,185103.0,185778.0,185936.0,186240.0,186828.0,187638.0,187853.0,both
516,Cambria County,152107,150902.0,149831.0,148836.0,147886.0,146975.0,146093.0,145283.0,144646.0,144186.0,PA,143461,142579.0,141536.0,138826.0,137537.0,136028.0,134414.0,132960.0,131449.0,130192.0,both
517,Cameron County,5930,5875.0,5775.0,5702.0,5535.0,5431.0,5341.0,5274.0,5186.0,5106.0,PA,5081,5013.0,4974.0,4927.0,4831.0,4776.0,4710.0,4619.0,4501.0,4447.0,both
518,Carbon County,58807,59318.0,59820.0,60452.0,61274.0,62358.0,63105.0,64339.0,64947.0,65204.0,PA,65248,65086.0,64800.0,64538.0,64255.0,63753.0,63499.0,63828.0,64175.0,64182.0,both
519,Centre County,135965,137620.0,140821.0,142926.0,144238.0,145543.0,148734.0,149498.0,151645.0,153052.0,PA,154230,155067.0,155826.0,158231.0,159653.0,160466.0,162034.0,162316.0,162601.0,162385.0,both
520,Chester County,435303,441024.0,447842.0,455111.0,462902.0,470506.0,479137.0,486156.0,491473.0,496291.0,PA,499925,503462.0,506089.0,509105.0,512770.0,515055.0,516767.0,518901.0,522086.0,524989.0,both
521,Clarion County,41735,41547.0,41220.0,41293.0,40509.0,40458.0,40615.0,40399.0,40355.0,40173.0,PA,39923,39898.0,39461.0,39074.0,38911.0,38876.0,38590.0,38998.0,38672.0,38438.0,both
522,Clearfield County,83465,82987.0,82925.0,82422.0,82040.0,81816.0,82461.0,82558.0,82130.0,81942.0,PA,81545,81433.0,81401.0,81428.0,81006.0,80718.0,80196.0,79799.0,79572.0,79255.0,both
523,Clinton County,37926,37945.0,38007.0,38143.0,38227.0,38418.0,38730.0,38859.0,38955.0,39074.0,PA,39263,39511.0,39734.0,39831.0,39486.0,39400.0,39017.0,38830.0,38696.0,38632.0,both
524,Columbia County,63936,64298.0,64601.0,65001.0,65337.0,65535.0,65882.0,66196.0,66645.0,67220.0,PA,67356,67082.0,67039.0,67193.0,67119.0,66681.0,66133.0,65581.0,65215.0,64964.0,both
525,Crawford County,90306,90105.0,90031.0,89846.0,89682.0,89452.0,89496.0,89544.0,89023.0,89044.0,PA,88614,88167.0,87730.0,87508.0,87154.0,86510.0,86306.0,85772.0,85110.0,84629.0,both
526,Cumberland County,213906,215087.0,217318.0,219351.0,221225.0,223361.0,226835.0,228718.0,231357.0,233910.0,PA,235886,237107.0,239244.0,241059.0,243280.0,245744.0,247369.0,249024.0,251131.0,253370.0,both
527,Dauphin County,251911,252500.0,254339.0,255585.0,256194.0,257673.0,260312.0,263096.0,265395.0,267090.0,PA,268281,269249.0,270005.0,271431.0,272223.0,273085.0,274196.0,275714.0,276864.0,278299.0,both
528,Delaware County,551536,552041.0,551929.0,552111.0,551508.0,552153.0,553806.0,554916.0,556246.0,558094.0,PA,558981,559275.0,560761.0,561499.0,562696.0,563225.0,563708.0,563858.0,565231.0,566747.0,both
529,Elk County,35033,34778.0,34413.0,34144.0,33835.0,33385.0,33006.0,32833.0,32504.0,32208.0,PA,31861,31799.0,31618.0,31461.0,31187.0,30897.0,30512.0,30271.0,30110.0,29910.0,both
530,Erie County,280803,280647.0,280379.0,280153.0,277864.0,277211.0,278389.0,278573.0,278686.0,279838.0,PA,280799,281327.0,281532.0,280717.0,279423.0,278174.0,276170.0,273558.0,271544.0,269728.0,both
531,Fayette County,148214,146219.0,144817.0,143596.0,143494.0,142447.0,141165.0,140159.0,138813.0,137450.0,PA,136441,136015.0,135288.0,134601.0,133999.0,133252.0,132350.0,131309.0,130323.0,129274.0,both
532,Forest County,5021,5355.0,5627.0,5909.0,6118.0,6964.0,7519.0,7512.0,7470.0,7737.0,PA,7706,7675.0,7591.0,7544.0,7467.0,7381.0,7334.0,7317.0,7284.0,7247.0,both
533,Franklin County,129745,130604.0,131998.0,133583.0,135742.0,138927.0,142421.0,144840.0,147032.0,148662.0,PA,149925,150934.0,151482.0,151945.0,152607.0,153048.0,153705.0,154376.0,154579.0,155027.0,both
534,Fulton County,14296,14201.0,14251.0,14416.0,14471.0,14540.0,14714.0,14900.0,14900.0,14828.0,PA,14862,14739.0,14702.0,14620.0,14535.0,14509.0,14497.0,14469.0,14525.0,14530.0,both
535,Greene County,40591,40251.0,40096.0,39798.0,39464.0,39806.0,39342.0,39096.0,39074.0,38862.0,PA,38607,38363.0,38026.0,37856.0,37755.0,37402.0,37209.0,36846.0,36661.0,36233.0,both
536,Huntingdon County,45620,45594.0,45705.0,45797.0,45790.0,45771.0,45684.0,45802.0,45853.0,45896.0,PA,45994,46006.0,45938.0,45840.0,45736.0,45499.0,45380.0,45429.0,45395.0,45144.0,both
537,Indiana County,89518,89265.0,89133.0,89346.0,89041.0,88760.0,88716.0,88520.0,88807.0,88836.0,PA,88862,88626.0,88216.0,88140.0,87417.0,86747.0,85155.0,84743.0,84441.0,84073.0,both
538,Jefferson County,45872,45644.0,45507.0,45537.0,45418.0,45353.0,45323.0,45335.0,45260.0,45073.0,PA,45163,44921.0,44806.0,44880.0,44572.0,44344.0,44031.0,43818.0,43614.0,43425.0,both
539,Juniata County,22850,22892.0,23129.0,23434.0,23767.0,23986.0,24107.0,24238.0,24409.0,24549.0,PA,24626,24713.0,24613.0,24480.0,24486.0,24445.0,24559.0,24635.0,24718.0,24763.0,both
540,Lackawanna County,212999,212692.0,211980.0,211769.0,211861.0,212305.0,212595.0,213513.0,214044.0,214138.0,PA,214501,214361.0,214176.0,213725.0,212829.0,211863.0,211004.0,210451.0,210269.0,209674.0,both
541,Lancaster County,471955,475483.0,480118.0,485119.0,489977.0,494722.0,500922.0,506639.0,511957.0,516577.0,PA,520319,523957.0,526878.0,530012.0,533289.0,535811.0,538160.0,541332.0,543969.0,545724.0,both
542,Lawrence County,94547,94085.0,93938.0,93696.0,93250.0,92741.0,92248.0,92007.0,91798.0,91391.0,PA,91018,90522.0,89883.0,89258.0,88644.0,88122.0,87325.0,86546.0,86128.0,85512.0,both
543,Lebanon County,120309,120954.0,121698.0,123154.0,124644.0,126197.0,128302.0,130182.0,131574.0,132959.0,PA,133664,134529.0,135545.0,135804.0,136538.0,137479.0,138480.0,139553.0,141339.0,141793.0,both
544,Lehigh County,312368,314823.0,317252.0,321588.0,326138.0,331327.0,336794.0,340848.0,344743.0,347237.0,PA,350164,353436.0,354759.0,355341.0,357636.0,359710.0,362298.0,365577.0,368359.0,369318.0,both
545,Luzerne County,318842,316665.0,315711.0,315640.0,315439.0,316187.0,316837.0,318232.0,319210.0,320527.0,PA,320998,321006.0,321147.0,319637.0,319150.0,318059.0,317172.0,317808.0,317859.0,317417.0,both
546,Lycoming County,119851,118930.0,118344.0,118108.0,117911.0,117530.0,116983.0,116524.0,116147.0,116081.0,PA,116225,116748.0,117222.0,116598.0,116290.0,115598.0,114876.0,114012.0,113866.0,113299.0,both
547,McKean County,45748,45263.0,45419.0,44980.0,44582.0,44187.0,44309.0,44045.0,43856.0,43701.0,PA,43345,43138.0,43145.0,42808.0,42643.0,42400.0,41670.0,41362.0,40950.0,40625.0,both
548,Mercer County,120211,119861.0,119476.0,119431.0,119113.0,118594.0,118123.0,117794.0,117189.0,116816.0,PA,116605,116150.0,115637.0,115129.0,114675.0,113624.0,112598.0,111473.0,110471.0,109424.0,both
549,Mifflin County,46479,46535.0,46558.0,46420.0,46313.0,46377.0,46435.0,46551.0,46600.0,46662.0,PA,46641,46747.0,46754.0,46629.0,46490.0,46427.0,46316.0,46290.0,46211.0,46138.0,both
550,Monroe County,139710,143775.0,148833.0,154027.0,158181.0,162045.0,165185.0,167352.0,168576.0,169390.0,PA,169849,169891.0,168628.0,167355.0,167285.0,166481.0,166220.0,167895.0,169294.0,170271.0,both
551,Montgomery County,751335,759392.0,766056.0,772666.0,776493.0,779401.0,781519.0,785170.0,789250.0,795494.0,PA,800874,805281.0,808672.0,812586.0,815753.0,817180.0,819791.0,824303.0,826924.0,830915.0,both
552,Montour County,18275,18294.0,18237.0,18239.0,18174.0,18183.0,18114.0,18107.0,18090.0,18165.0,PA,18301,18367.0,18433.0,18399.0,18419.0,18299.0,18257.0,18270.0,18240.0,18230.0,both
553,Northampton County,267740,269363.0,272782.0,276735.0,281374.0,285198.0,289628.0,293212.0,295096.0,296645.0,PA,297935,298266.0,299022.0,298955.0,299598.0,300090.0,301307.0,302801.0,304564.0,305285.0,both
554,Northumberland County,94823,94176.0,94024.0,93910.0,93692.0,93543.0,93475.0,93728.0,94150.0,94774.0,PA,94293,94392.0,94410.0,93877.0,93590.0,92878.0,92283.0,91721.0,91080.0,90843.0,both
555,Perry County,43634,43804.0,43896.0,44216.0,44463.0,44741.0,45121.0,45454.0,45549.0,45874.0,PA,45921,45924.0,45808.0,45649.0,45661.0,45849.0,45945.0,46046.0,46154.0,46272.0,both
556,Philadelphia County,1514563,1505455.0,1498493.0,1493802.0,1492882.0,1490861.0,1488710.0,1493309.0,1499731.0,1514694.0,PA,1528283,1540466.0,1551824.0,1558313.0,1565460.0,1571065.0,1576051.0,1580601.0,1583592.0,1584064.0,both
557,Pike County,46380,47594.0,49063.0,50837.0,52293.0,54000.0,55601.0,56627.0,57739.0,57671.0,PA,57359,57065.0,56281.0,56061.0,55638.0,55322.0,54955.0,55397.0,55780.0,55809.0,both
558,Potter County,18123,18146.0,18273.0,18168.0,18067.0,17914.0,17944.0,17659.0,17464.0,17382.0,PA,17454,17456.0,17562.0,17453.0,17192.0,17086.0,16954.0,16841.0,16623.0,16526.0,both
559,Schuylkill County,149994,149175.0,148705.0,147792.0,147081.0,146976.0,148005.0,148387.0,148463.0,148358.0,PA,148288,147538.0,147125.0,146668.0,145393.0,144117.0,143497.0,142580.0,141815.0,141359.0,both
560,Snyder County,37502,37955.0,38104.0,38319.0,38519.0,38448.0,38946.0,39295.0,39481.0,39550.0,PA,39708,39782.0,39882.0,40123.0,40234.0,40509.0,40423.0,40594.0,40518.0,40372.0,both
561,Somerset County,80034,79523.0,79621.0,79754.0,79402.0,79015.0,78834.0,78490.0,78120.0,78025.0,PA,77759,77274.0,77012.0,76587.0,76146.0,75383.0,74860.0,74242.0,73872.0,73447.0,both
562,Sullivan County,6577,6625.0,6592.0,6574.0,6554.0,6513.0,6487.0,6525.0,6462.0,6449.0,PA,6407,6414.0,6404.0,6301.0,6278.0,6267.0,6126.0,6142.0,6076.0,6066.0,both
563,Susquehanna County,42260,42483.0,42410.0,42685.0,42930.0,43219.0,43376.0,43310.0,43405.0,43346.0,PA,43342,43229.0,42925.0,42397.0,42085.0,41775.0,41252.0,40934.0,40560.0,40328.0,both
564,Tioga County,41309,41496.0,41638.0,41676.0,41724.0,41579.0,41347.0,41371.0,41609.0,41818.0,PA,41974,42242.0,42451.0,42211.0,41899.0,41519.0,41250.0,40671.0,40690.0,40591.0,both
565,Union County,41622,42098.0,42372.0,42622.0,43287.0,43690.0,44666.0,44846.0,45057.0,44795.0,PA,45001,45111.0,45162.0,44735.0,44974.0,45519.0,45454.0,44642.0,45017.0,44923.0,both
566,Venango County,57405,57091.0,56789.0,56590.0,56196.0,56016.0,55761.0,55510.0,55315.0,55087.0,PA,54972,54682.0,54188.0,53811.0,53348.0,52954.0,52477.0,51790.0,51201.0,50668.0,both
567,Warren County,43716,43562.0,43184.0,42896.0,42667.0,42218.0,41972.0,41963.0,41853.0,41831.0,PA,41771,41506.0,41261.0,40954.0,40658.0,40334.0,40026.0,39679.0,39551.0,39191.0,both
568,Washington County,203008,203179.0,203104.0,203859.0,204090.0,205359.0,205992.0,206259.0,207240.0,207571.0,PA,207938,208059.0,208296.0,208046.0,207963.0,207718.0,207386.0,207075.0,207018.0,206865.0,both
569,Wayne County,47843,47994.0,48330.0,48938.0,49423.0,50409.0,52031.0,52341.0,51692.0,52552.0,PA,52868,52750.0,52254.0,52204.0,52064.0,51823.0,51339.0,51192.0,51395.0,51361.0,both
570,Westmoreland County,369664,368698.0,367680.0,367836.0,367281.0,366946.0,366559.0,366318.0,366058.0,365259.0,PA,365028,364436.0,362787.0,360663.0,358866.0,356923.0,354665.0,352006.0,350459.0,348899.0,both
571,Wyoming County,28038,28119.0,28011.0,28074.0,28195.0,28160.0,28194.0,28287.0,28294.0,28268.0,PA,28241,28309.0,28381.0,28133.0,28167.0,27812.0,27546.0,27396.0,27087.0,26794.0,both
572,York County,382743,385773.0,389692.0,395093.0,401403.0,409066.0,418043.0,424919.0,429399.0,433022.0,PA,435413,436701.0,437466.0,438932.0,440475.0,441741.0,443693.0,445484.0,447847.0,449058.0,both
